task_id,source,result,n_smells,smells,n_smells_defs,smells_defs,n_extra_stmts,sloc,cyclomatic,maintainability,halstead_volume,halstead_difficulty,halstead_effort,cognitive,comment_density,api_calls,perplexity,bleu,chrf,rouge_l,meteor,codebleu,ast_similarity,codebert_score,bertscore,canon_sloc,canon_cyclomatic,canon_maintainability,canon_halstead_volume,canon_halstead_difficulty,canon_halstead_effort,canon_cognitive,canon_comment_density,canon_api_calls,canon_perplexity,n_output_tokens
HumanEval_98,humaneval,pass,0,,0,,0,7.000,4.000,93.025,58.603,2.500,146.508,4.000,0.000,2.000,2.879,52.505,70.438,76.190,,48.314,77.647,92.106,95.438,6.000,3.000,95.793,15.510,1.000,15.510,3.000,0.000,2.000,3.182,135
HumanEval_99,humaneval,pass,1,magic_number,1,magic_number,4,10.000,4.000,64.324,79.954,2.800,223.872,6.000,0.000,5.000,2.154,9.913,29.714,30.000,,15.895,49.718,77.605,88.577,16.000,6.000,84.216,77.709,1.950,151.533,8.000,6.250,7.000,3.433,133
HumanEval_100,humaneval,timeout,0,,0,,1,9.000,4.000,66.256,58.810,4.583,269.547,5.000,0.000,3.000,2.347,6.560,21.411,18.182,,24.771,34.211,74.009,82.155,2.000,2.000,53.654,15.510,1.000,15.510,0.000,0.000,1.000,4.565,79
HumanEval_101,humaneval,pass,0,,0,,2,4.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,4.000,3.469,1.078,12.047,18.182,,30.098,29.851,72.865,82.356,11.000,4.000,97.606,11.610,1.000,11.610,5.000,0.000,3.000,2.225,56
HumanEval_102,humaneval,pass,0,,0,,0,5.000,3.000,89.781,43.185,2.667,115.160,3.000,0.000,1.000,3.525,25.896,36.241,45.714,,30.208,64.865,85.717,90.441,8.000,4.000,93.206,65.729,5.000,328.646,3.000,0.000,0.000,3.556,139
HumanEval_103,humaneval,pass,0,,0,,0,8.000,3.000,66.904,71.699,4.643,332.889,2.000,0.000,3.000,3.138,57.757,52.299,70.833,,67.217,88.696,92.703,96.425,7.000,3.000,84.946,71.699,4.643,332.889,2.000,0.000,3.000,3.468,71
HumanEval_104,humaneval,pass,0,,0,,2,4.000,4.000,76.857,15.510,1.000,15.510,0.000,0.000,6.000,3.896,24.895,32.144,52.174,,22.467,68.235,86.329,88.600,6.000,4.000,89.293,15.510,1.000,15.510,3.000,0.000,5.000,4.336,214
HumanEval_105,humaneval,pass,0,,0,,4,24.000,6.000,91.329,28.435,1.500,42.652,0.000,41.667,7.000,2.136,12.366,26.168,26.506,,6.838,42.105,75.454,82.232,20.000,3.000,100.000,0.000,0.000,0.000,3.000,0.000,2.000,2.920,369
HumanEval_106,humaneval,pass,0,,0,,0,15.000,3.000,58.678,151.304,4.529,685.317,12.000,0.000,4.000,1.663,27.903,36.194,32.258,,31.930,46.561,82.055,91.599,12.000,5.000,88.532,105.486,3.273,345.227,10.000,0.000,1.000,3.081,137
HumanEval_107,humaneval,pass,0,,0,,2,14.000,4.000,84.492,78.138,2.364,184.689,7.000,21.429,5.000,1.723,57.770,58.595,70.707,,51.108,82.635,95.018,95.884,11.000,6.000,75.526,140.554,3.281,461.193,6.000,0.000,3.000,2.353,174
HumanEval_108,humaneval,fail,1,magic_number,0,,3,13.000,2.000,60.494,135.934,4.615,627.386,6.000,0.000,5.000,2.318,13.139,29.552,43.038,,21.301,58.480,85.443,91.751,8.000,2.000,88.379,57.359,2.500,143.399,3.000,0.000,7.000,3.755,154
HumanEval_109,humaneval,pass,0,,0,,5,12.000,4.000,94.055,36.541,1.500,54.812,4.000,50.000,5.000,1.814,18.723,36.160,46.575,,21.235,45.455,85.746,90.743,12.000,4.000,77.423,28.529,1.500,42.794,4.000,0.000,5.000,4.176,205
HumanEval_110,humaneval,fail,0,,0,,2,9.000,6.000,90.599,51.891,2.857,148.261,2.000,22.222,3.000,1.952,12.281,38.845,55.072,,19.123,75.000,86.274,89.029,12.000,6.000,87.395,75.284,3.500,263.495,7.000,0.000,0.000,2.974,174
HumanEval_111,humaneval,pass,0,,0,,0,10.000,6.000,66.286,28.529,1.500,42.794,5.000,0.000,4.000,1.947,10.170,25.517,30.380,,10.646,42.857,76.403,89.353,12.000,7.000,90.390,53.774,2.500,134.436,10.000,0.000,2.000,3.099,95
HumanEval_112,humaneval,pass,0,,0,,0,4.000,3.000,100.000,24.000,1.500,36.000,0.000,50.000,1.000,3.937,46.842,50.222,68.421,,50.485,84.337,90.839,93.848,3.000,3.000,57.188,24.000,1.500,36.000,0.000,0.000,1.000,4.439,175
HumanEval_113,humaneval,fail,0,,0,,2,8.000,4.000,68.697,38.039,2.000,76.078,1.000,0.000,7.000,5.539,19.438,43.758,50.000,,28.947,65.359,85.230,89.898,6.000,3.000,79.381,135.707,1.500,203.560,1.000,0.000,4.000,5.240,137
HumanEval_114,humaneval,fail,0,,0,,0,11.000,4.000,95.599,22.459,1.875,42.110,4.000,0.000,2.000,2.437,28.740,41.267,41.558,,27.508,64.567,86.813,93.314,12.000,5.000,92.380,49.829,3.000,149.487,4.000,0.000,1.000,3.123,267
HumanEval_115,humaneval,pass,0,,0,,3,10.000,3.000,95.847,28.529,1.500,42.794,3.000,40.000,4.000,2.328,0.009,7.529,9.009,,28.700,64.789,65.251,80.145,3.000,2.000,86.491,4.755,0.500,2.377,0.000,0.000,2.000,3.643,186
HumanEval_116,humaneval,pass,0,,0,,3,5.000,1.000,73.001,25.850,0.500,12.925,0.000,0.000,5.000,2.212,49.223,66.712,86.957,,28.537,78.431,95.080,94.559,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,3.435,97
HumanEval_117,humaneval,pass,1,dead_code,1,dead_code,0,15.000,6.000,62.595,36.541,2.333,85.263,9.000,0.000,2.000,1.858,33.026,49.244,50.667,,37.856,71.233,78.379,89.345,10.000,5.000,88.970,27.000,1.800,48.600,8.000,0.000,5.000,3.469,250
HumanEval_118,humaneval,pass,0,,0,,4,12.000,5.000,61.148,96.000,3.636,349.091,4.000,0.000,4.000,1.959,38.742,47.167,61.905,,31.064,61.364,84.157,89.021,9.000,6.000,85.056,110.446,4.958,547.629,8.000,0.000,2.000,3.475,197
HumanEval_119,humaneval,fail,1,magic_number,1,magic_number,2,13.000,6.000,65.003,25.850,1.500,38.774,8.000,0.000,5.000,2.140,11.428,26.151,30.380,,11.151,47.799,76.243,90.561,14.000,3.000,86.689,96.000,3.636,349.091,20.000,0.000,1.000,3.381,119
HumanEval_120,humaneval,fail,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,4.193,2.479,20.354,35.294,,25.677,31.111,82.166,82.453,6.000,2.000,63.106,10.000,1.500,15.000,1.000,0.000,1.000,2.525,23
HumanEval_121,humaneval,pass,0,,0,,3,5.000,4.000,72.097,53.774,2.500,134.436,1.000,0.000,4.000,3.199,56.395,69.159,82.353,,68.145,94.737,94.893,96.478,2.000,4.000,64.288,53.774,1.667,89.624,1.000,0.000,2.000,5.615,101
HumanEval_122,humaneval,fail,0,,0,,1,3.000,1.000,100.000,0.000,0.000,0.000,0.000,66.667,3.000,6.394,9.298,28.206,47.059,,29.261,58.537,81.884,89.981,2.000,3.000,52.573,4.755,0.500,2.377,0.000,0.000,3.000,5.734,66
HumanEval_123,humaneval,pass,0,,0,,1,13.000,3.000,77.245,98.099,4.364,428.069,10.000,7.692,5.000,2.211,40.644,42.769,54.545,,38.418,66.265,87.624,92.571,13.000,5.000,85.481,117.207,6.667,781.378,8.000,0.000,3.000,3.980,132
HumanEval_124,humaneval,pass,1,magic_number,1,magic_number,0,13.000,14.000,56.527,294.686,4.707,1387.055,10.000,0.000,3.000,1.671,64.992,72.587,71.724,,59.905,70.877,91.938,93.332,16.000,13.000,81.731,264.972,4.500,1192.374,12.000,0.000,3.000,2.785,264
HumanEval_125,humaneval,pass,1,magic_number,1,magic_number,3,10.000,6.000,64.374,72.000,2.727,196.364,4.000,0.000,6.000,2.563,57.551,67.516,74.576,,59.853,87.603,94.275,96.339,7.000,6.000,88.092,55.507,2.222,123.348,4.000,0.000,5.000,4.249,112
HumanEval_126,humaneval,fail,0,,0,,8,13.000,3.000,63.966,41.513,2.286,94.887,2.000,0.000,6.000,1.487,23.420,36.639,47.887,,15.676,53.425,86.705,92.793,10.000,7.000,83.620,41.513,2.286,94.887,4.000,0.000,5.000,2.112,254
HumanEval_127,humaneval,pass,1,magic_number,1,magic_number,0,14.000,3.000,61.055,85.837,4.900,420.600,13.000,0.000,5.000,1.835,51.450,65.165,59.649,,44.700,77.725,91.153,95.417,16.000,3.000,82.977,116.692,3.857,450.098,18.000,0.000,4.000,3.658,147
HumanEval_128,humaneval,fail,0,,0,,3,10.000,4.000,93.644,31.699,1.500,47.549,2.000,30.000,4.000,2.997,17.221,39.584,49.057,,21.259,66.038,87.160,91.243,4.000,4.000,64.605,60.918,3.750,228.441,2.000,0.000,5.000,4.673,108
HumanEval_129,humaneval,fail,0,,0,,0,23.000,4.000,53.954,180.686,6.000,1084.114,17.000,0.000,7.000,1.617,17.043,32.916,30.769,,23.787,28.571,79.518,89.758,23.000,10.000,76.995,183.936,8.182,1504.930,26.000,0.000,4.000,3.612,342
HumanEval_130,humaneval,fail,1,inefficient_loop,1,inefficient_loop,0,14.000,2.000,59.551,147.149,5.000,735.743,11.000,0.000,3.000,2.072,28.255,35.166,38.298,,22.608,45.503,85.483,92.479,10.000,4.000,76.050,150.117,4.615,692.849,5.000,0.000,2.000,4.025,139
HumanEval_131,humaneval,fail,0,,0,,0,6.000,4.000,71.280,39.863,1.714,68.337,4.000,0.000,2.000,2.659,22.914,44.403,56.140,,23.910,58.252,88.519,92.889,12.000,4.000,92.391,51.891,2.857,148.261,5.000,0.000,2.000,3.350,59
HumanEval_132,humaneval,fail,1,magic_number,1,magic_number,6,17.000,6.000,59.584,66.608,3.438,228.965,9.000,0.000,4.000,2.066,6.083,15.550,18.391,,17.213,38.596,72.262,89.455,17.000,6.000,87.442,84.000,3.182,267.273,8.000,0.000,4.000,2.782,157
HumanEval_133,humaneval,fail,0,,0,,0,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,3.000,4.418,24.148,25.254,32.000,,10.212,54.902,84.058,86.110,6.000,2.000,86.112,15.510,1.000,15.510,1.000,0.000,1.000,3.834,31
HumanEval_134,humaneval,fail,0,,0,,4,9.000,3.000,67.573,39.863,2.333,93.014,3.000,0.000,5.000,2.159,11.512,23.775,23.529,,10.378,40.506,79.796,84.579,3.000,3.000,53.389,44.973,2.286,102.795,2.000,0.000,4.000,3.048,139
HumanEval_135,humaneval,fail,0,,0,,2,9.000,5.000,90.303,59.795,3.667,219.247,10.000,22.222,4.000,2.060,32.034,46.240,52.000,,27.523,60.656,86.592,92.133,8.000,3.000,92.889,44.379,3.600,159.764,3.000,0.000,1.000,3.436,115
HumanEval_136,humaneval,pass,0,,0,,0,4.000,7.000,78.369,12.000,2.000,24.000,2.000,0.000,2.000,2.449,15.634,32.836,39.394,,17.506,80.702,84.908,90.480,4.000,3.000,69.680,12.000,2.000,24.000,2.000,0.000,4.000,2.714,80
HumanEval_137,humaneval,fail,0,,0,,0,9.000,4.000,100.000,0.000,0.000,0.000,3.000,0.000,4.000,4.497,32.864,45.065,50.704,,19.631,67.143,86.101,91.954,6.000,5.000,82.329,15.510,1.000,15.510,4.000,0.000,3.000,3.523,282
HumanEval_138,humaneval,fail,0,,0,,3,11.000,4.000,64.628,53.774,3.571,192.052,7.000,0.000,3.000,1.963,5.973,21.434,27.586,,24.949,39.286,76.049,82.038,2.000,2.000,65.344,41.513,2.286,94.887,1.000,0.000,0.000,3.603,110
HumanEval_139,humaneval,pass,0,,0,,1,11.000,2.000,64.897,53.774,2.500,134.436,7.000,0.000,4.000,1.842,29.903,39.591,43.137,,40.126,67.416,84.943,90.543,7.000,2.000,91.024,25.266,1.200,30.319,1.000,0.000,1.000,3.465,91
HumanEval_140,humaneval,fail,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,4.303,0.023,4.846,5.882,,2.296,11.111,57.348,80.728,21.000,7.000,80.664,335.201,6.000,2011.204,12.000,0.000,1.000,2.394,129
HumanEval_141,humaneval,fail,1,magic_number,1,magic_number,0,6.000,6.000,68.827,81.749,2.154,176.075,3.000,0.000,3.000,2.595,21.821,34.508,22.000,,16.920,27.746,78.893,88.009,15.000,8.000,87.466,62.510,2.500,156.276,5.000,0.000,4.000,3.572,202
HumanEval_142,humaneval,fail,0,,0,,0,2.000,4.000,80.332,62.270,2.250,140.107,3.000,0.000,2.000,3.722,16.645,23.469,33.333,,21.810,55.319,82.263,84.155,10.000,5.000,89.296,110.361,3.750,413.856,6.000,0.000,4.000,3.551,138
HumanEval_143,humaneval,pass,1,magic_number,1,magic_number,2,13.000,3.000,87.614,55.507,3.125,173.458,11.000,23.077,8.000,2.301,30.374,41.611,31.111,,23.589,34.320,80.766,91.284,12.000,7.000,81.813,68.532,1.636,112.144,11.000,0.000,5.000,3.012,158
HumanEval_144,humaneval,fail,0,,0,,3,14.000,1.000,84.382,114.694,2.400,275.266,6.000,21.429,5.000,2.089,15.230,31.758,15.556,,21.366,55.208,75.965,86.667,8.000,2.000,90.585,51.891,1.875,97.297,1.000,0.000,2.000,3.781,216
HumanEval_145,humaneval,fail,0,,0,,4,6.000,2.000,73.740,12.000,0.500,6.000,0.000,0.000,8.000,2.432,11.142,32.413,22.222,,11.260,46.667,77.969,83.218,8.000,1.000,90.422,41.209,2.000,82.418,3.000,0.000,4.000,3.829,170
HumanEval_146,humaneval,pass,1,magic_number,1,magic_number,2,8.000,5.000,90.479,110.446,2.857,315.560,4.000,25.000,3.000,4.556,23.046,36.840,58.824,,37.335,71.074,86.941,91.526,9.000,5.000,93.115,64.725,3.056,197.771,7.000,0.000,2.000,3.509,125
HumanEval_147,humaneval,pass,0,,0,,1,10.000,6.000,62.295,142.624,3.667,522.953,10.000,0.000,3.000,2.006,61.540,66.411,84.536,,67.092,86.809,95.981,98.013,9.000,6.000,82.155,144.946,3.438,498.254,10.000,0.000,2.000,2.665,121
HumanEval_148,humaneval,fail,0,,0,,4,11.000,6.000,91.548,64.529,3.000,193.588,4.000,36.364,3.000,2.189,15.504,45.414,43.750,,31.980,58.442,86.384,91.568,10.000,5.000,78.165,83.762,4.167,349.008,4.000,0.000,1.000,2.900,202
HumanEval_149,humaneval,fail,0,,0,,2,4.000,3.000,100.000,15.510,1.000,15.510,0.000,75.000,4.000,3.348,11.784,28.391,40.000,,10.958,60.000,82.343,86.095,7.000,3.000,77.690,15.510,1.000,15.510,3.000,0.000,4.000,4.402,99
HumanEval_150,humaneval,pass,1,magic_number,1,magic_number,2,14.000,2.000,62.515,55.507,3.125,173.458,13.000,0.000,5.000,2.095,27.753,54.065,45.614,,46.327,69.565,82.658,93.058,9.000,5.000,96.719,25.266,1.200,30.319,5.000,0.000,1.000,3.695,132
HumanEval_151,humaneval,fail,0,,0,,6,12.000,4.000,91.524,84.000,3.900,327.600,4.000,50.000,3.000,2.077,13.713,28.581,35.556,,32.152,58.228,80.570,84.231,2.000,5.000,48.037,74.231,4.333,321.667,1.000,0.000,2.000,3.690,197
HumanEval_152,humaneval,pass,0,,0,,0,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,2.000,4.644,51.917,70.702,63.636,,56.461,100.000,95.994,97.612,2.000,2.000,55.658,4.755,0.500,2.377,0.000,0.000,2.000,7.818,136
HumanEval_153,humaneval,pass,0,,0,,0,13.000,8.000,66.422,15.510,1.000,15.510,3.000,0.000,4.000,2.133,5.435,27.930,18.182,,10.102,52.535,74.150,87.051,10.000,15.000,75.241,120.405,2.000,240.809,7.000,0.000,4.000,4.811,294
HumanEval_154,humaneval,pass,0,,0,,6,10.000,2.000,97.900,15.510,1.000,15.510,0.000,60.000,6.000,4.443,16.806,31.111,28.070,,14.224,12.121,77.289,87.234,8.000,4.000,91.148,75.284,2.333,175.663,6.000,0.000,2.000,4.828,165
HumanEval_155,humaneval,pass,0,,0,,2,11.000,3.000,87.574,50.189,2.250,112.926,4.000,18.182,5.000,1.933,52.211,53.429,80.769,,62.502,100.000,94.134,96.619,9.000,3.000,95.805,39.863,1.714,68.337,4.000,0.000,3.000,2.619,111
HumanEval_156,humaneval,pass,1,magic_number,0,,3,24.000,3.000,60.532,101.950,2.857,291.286,3.000,0.000,3.000,2.146,14.245,39.256,24.762,,40.383,80.000,83.608,92.749,15.000,3.000,91.700,53.774,2.500,134.436,3.000,0.000,1.000,3.007,269
HumanEval_157,humaneval,fail,0,,0,,0,6.000,7.000,75.237,140.000,2.769,387.692,4.000,33.333,0.000,3.020,26.069,28.511,50.000,,34.157,54.688,83.749,86.801,2.000,3.000,45.023,218.512,3.667,801.211,1.000,0.000,0.000,3.369,192
HumanEval_158,humaneval,fail,0,,0,,3,9.000,3.000,74.039,4.755,0.500,2.377,3.000,0.000,4.000,3.418,6.020,27.414,20.000,,17.127,48.387,75.667,81.760,2.000,1.000,59.980,2.000,0.500,1.000,0.000,0.000,3.000,5.236,108
HumanEval_159,humaneval,pass,0,,0,,0,5.000,2.000,74.039,31.020,4.000,124.078,2.000,0.000,0.000,5.641,83.088,89.744,92.308,,83.114,96.970,98.736,98.952,5.000,2.000,43.507,31.020,4.000,124.078,2.000,0.000,0.000,5.288,45
HumanEval_160,humaneval,fail,1,magic_number,1,magic_number,0,14.000,7.000,57.850,206.323,5.000,1031.617,7.000,0.000,2.000,1.531,3.506,27.027,24.615,,19.969,28.877,74.168,85.490,5.000,2.000,50.101,13.932,0.500,6.966,1.000,0.000,3.000,4.733,218
HumanEval_161,humaneval,pass,0,,0,,3,14.000,6.000,85.122,47.549,2.250,106.985,9.000,21.429,7.000,2.779,17.555,26.830,25.641,,15.050,53.892,78.230,89.197,15.000,5.000,90.712,34.869,1.750,61.021,5.000,0.000,4.000,4.150,144
HumanEval_162,humaneval,pass,0,,0,,0,5.000,2.000,100.000,4.755,0.500,2.377,1.000,0.000,3.000,5.329,58.534,61.512,52.174,,21.052,71.111,90.127,90.503,3.000,2.000,100.000,0.000,0.000,0.000,1.000,0.000,3.000,5.704,191
HumanEval_163,humaneval,fail,0,,0,,3,5.000,3.000,86.976,28.529,1.500,42.794,0.000,0.000,4.000,2.469,29.794,35.998,56.410,,30.123,67.470,88.555,91.820,4.000,3.000,80.290,28.529,1.500,42.794,0.000,0.000,3.000,2.989,185
mbpp_11,mbpp,pass,0,,0,,0,5.000,2.000,79.742,4.755,0.500,2.377,1.000,0.000,1.000,2.852,9.860,24.548,50.746,,8.466,44.595,77.741,89.900,10.000,5.000,61.932,95.184,3.200,304.588,6.000,0.000,2.000,1.970,150
mbpp_12,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.556,41.999,56.142,60.000,,19.176,77.419,91.228,94.883,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,4.409,330
mbpp_13,mbpp,fail,0,,0,,0,4.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.045,64.343,82.673,82.051,,58.906,82.609,92.495,95.186,5.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.029,113
mbpp_14,mbpp,fail,0,,0,,0,5.000,1.000,98.635,108.000,3.000,324.000,0.000,40.000,1.000,2.178,10.949,35.402,27.907,,38.476,41.975,79.449,89.658,2.000,1.000,83.276,27.000,1.000,27.000,0.000,0.000,0.000,9.453,155
mbpp_15,mbpp,fail,0,,0,,0,2.000,4.000,84.313,4.755,0.500,2.377,0.000,0.000,3.000,3.814,11.621,38.097,20.513,,22.299,29.851,72.732,85.012,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,7.499,275
mbpp_16,mbpp,pass,0,,0,,0,8.000,2.000,100.000,0.000,0.000,0.000,2.000,0.000,2.000,3.498,56.612,72.532,66.667,,42.260,75.000,89.968,94.275,7.000,2.000,100.000,0.000,0.000,0.000,2.000,0.000,1.000,4.686,168
mbpp_17,mbpp,pass,1,magic_number,0,,3,5.000,1.000,96.388,39.863,1.000,39.863,0.000,20.000,1.000,3.667,10.696,54.641,30.303,,23.524,44.898,83.195,89.169,3.000,1.000,84.716,4.755,0.500,2.377,0.000,0.000,0.000,5.811,59
mbpp_18,mbpp,pass,0,,0,,0,2.000,3.000,88.288,4.755,0.500,2.377,0.000,0.000,1.000,3.835,0.068,10.129,10.606,,2.951,21.538,65.310,82.345,26.000,8.000,55.249,68.532,2.400,164.478,5.000,0.000,7.000,2.153,213
mbpp_19,mbpp,pass,0,,0,,0,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,2.000,4.875,31.767,49.907,58.333,,26.746,75.556,86.592,92.584,3.000,1.000,84.716,4.755,0.500,2.377,0.000,0.000,2.000,5.182,94
mbpp_20,mbpp,pass,0,,0,,3,5.000,1.000,70.811,46.507,1.125,52.320,0.000,0.000,2.000,4.350,9.832,26.449,22.581,,9.790,42.373,73.143,83.014,13.000,5.000,61.231,93.405,5.143,480.367,5.000,0.000,0.000,2.760,66
mbpp_21,mbpp,fail,0,,0,,0,2.000,2.000,84.828,15.510,1.000,15.510,0.000,0.000,1.000,4.957,26.523,37.293,52.632,,17.920,68.852,88.269,92.965,3.000,1.000,81.121,15.510,1.000,15.510,0.000,0.000,2.000,4.520,147
mbpp_22,mbpp,pass,0,,0,,0,7.000,3.000,73.706,11.610,1.000,11.610,3.000,0.000,2.000,1.719,18.600,43.487,52.632,,18.236,70.103,84.128,92.411,9.000,3.000,71.325,11.610,1.000,11.610,4.000,0.000,4.000,1.751,126
mbpp_23,mbpp,pass,0,,0,,0,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,5.902,11.650,35.880,33.333,,4.892,41.935,76.196,88.061,8.000,3.000,72.441,11.610,1.000,11.610,3.000,0.000,1.000,3.525,217
mbpp_24,mbpp,pass,1,magic_number,0,,3,9.000,2.000,66.298,55.507,1.500,83.260,1.000,0.000,3.000,2.491,19.195,52.261,42.254,,11.646,36.090,79.497,89.286,9.000,2.000,66.060,68.532,3.333,228.441,1.000,0.000,1.000,2.007,103
mbpp_25,mbpp,fail,0,,0,,0,8.000,3.000,69.707,28.529,1.500,42.794,3.000,0.000,2.000,2.559,15.923,36.921,36.364,,17.265,52.336,79.026,91.238,7.000,3.000,70.972,28.529,1.500,42.794,3.000,0.000,2.000,2.795,209
mbpp_26,mbpp,fail,0,,0,,0,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,2.000,4.704,15.731,35.876,35.000,,9.733,35.088,79.854,89.307,7.000,4.000,76.286,4.755,0.500,2.377,6.000,0.000,0.000,4.032,117
mbpp_27,mbpp,pass,0,,0,,0,2.000,2.000,87.215,2.000,0.500,1.000,0.000,0.000,3.000,4.221,6.568,27.622,22.857,,14.087,54.839,77.193,87.453,5.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.642,240
mbpp_28,mbpp,pass,0,,0,,0,8.000,3.000,67.779,53.774,3.571,192.052,2.000,0.000,1.000,3.050,30.151,42.596,49.231,,21.387,60.000,81.097,90.260,6.000,4.000,68.844,88.811,5.000,444.053,4.000,0.000,1.000,2.544,164
mbpp_29,mbpp,pass,0,,0,,0,9.000,5.000,67.181,41.513,2.286,94.887,8.000,0.000,1.000,2.233,52.733,58.758,71.233,,42.468,96.923,87.063,93.919,9.000,5.000,66.604,50.189,3.214,161.323,8.000,0.000,1.000,2.570,187
mbpp_30,mbpp,fail,1,magic_number,0,,3,10.000,4.000,81.116,98.099,1.714,168.170,6.000,10.000,3.000,2.604,31.231,43.855,44.037,,20.975,50.549,82.842,90.230,10.000,5.000,64.880,66.608,1.800,119.894,6.000,0.000,4.000,2.932,251
mbpp_31,mbpp,fail,0,,0,,0,8.000,3.000,75.155,4.755,0.500,2.377,3.000,0.000,3.000,2.422,3.583,21.309,21.154,,11.131,42.791,70.387,89.478,22.000,8.000,58.310,41.513,2.286,94.887,10.000,0.000,7.000,1.638,212
mbpp_32,mbpp,pass,0,,0,,0,12.000,4.000,63.481,59.795,9.000,538.152,5.000,0.000,2.000,1.628,20.279,26.661,44.156,,15.637,56.790,79.352,90.011,13.000,5.000,60.976,101.579,7.438,755.495,5.000,0.000,3.000,2.267,309
mbpp_33,mbpp,fail,1,magic_number,0,,3,5.000,1.000,97.775,25.266,0.500,12.633,0.000,20.000,3.000,2.636,11.726,28.141,26.230,,6.100,39.175,72.510,84.014,10.000,2.000,65.062,68.532,3.333,228.441,1.000,0.000,1.000,3.215,159
mbpp_34,mbpp,fail,0,,0,,0,4.000,1.000,75.402,41.513,2.286,94.887,0.000,0.000,1.000,2.967,3.662,19.066,23.881,,10.979,39.189,72.119,87.437,13.000,5.000,58.974,196.215,8.286,1625.781,6.000,0.000,1.000,2.448,193
mbpp_35,mbpp,fail,1,magic_number,0,,3,5.000,1.000,69.794,114.694,2.400,275.266,0.000,0.000,1.000,3.149,25.928,63.128,45.000,,45.071,43.077,86.541,89.953,2.000,1.000,85.289,13.932,1.333,18.575,0.000,0.000,0.000,13.223,72
mbpp_36,mbpp,fail,2,dead_code;magic_number,1,dead_code,3,11.000,2.000,91.530,96.000,2.667,256.000,1.000,45.455,5.000,2.323,4.950,18.360,15.789,,19.106,25.000,69.541,86.815,7.000,2.000,69.287,51.891,4.167,216.214,1.000,0.000,0.000,3.526,334
mbpp_37,mbpp,fail,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,4.437,6.147,33.473,36.735,,7.887,26.866,82.859,90.553,4.000,5.000,76.172,27.000,1.000,27.000,0.000,0.000,2.000,2.528,128
mbpp_38,mbpp,fail,0,,0,,0,4.000,6.000,73.388,64.529,3.000,193.588,1.000,0.000,1.000,2.086,24.760,32.679,52.055,,17.325,72.308,84.694,90.866,4.000,5.000,73.261,70.308,3.750,263.656,0.000,0.000,1.000,2.580,142
mbpp_39,mbpp,fail,1,magic_number,0,,3,11.000,4.000,78.875,120.405,3.375,406.366,3.000,9.091,2.000,3.215,3.805,16.150,18.462,,9.713,26.148,66.566,85.105,16.000,7.000,56.891,129.268,3.846,497.183,7.000,0.000,8.000,2.087,226
mbpp_40,mbpp,pass,0,,0,,0,4.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,2.919,20.592,46.850,36.364,,36.438,61.818,80.461,90.005,5.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.440,125
mbpp_41,mbpp,pass,0,,0,,0,2.000,1.000,81.121,15.510,1.000,15.510,0.000,0.000,2.000,3.306,53.903,68.844,66.667,,25.457,86.792,93.127,93.647,3.000,1.000,78.396,15.510,1.000,15.510,0.000,0.000,2.000,4.958,197
mbpp_42,mbpp,fail,0,,0,,0,9.000,5.000,68.489,27.000,1.800,48.600,4.000,0.000,2.000,2.132,12.354,36.071,36.667,,22.984,42.553,77.757,88.516,2.000,3.000,88.288,4.755,0.500,2.377,0.000,0.000,2.000,4.933,247
mbpp_43,mbpp,pass,0,,0,,0,7.000,2.000,100.000,0.000,0.000,0.000,2.000,0.000,2.000,3.137,53.222,71.601,80.000,,35.331,86.275,91.221,94.512,7.000,2.000,100.000,0.000,0.000,0.000,2.000,0.000,1.000,3.693,154
mbpp_44,mbpp,pass,1,magic_number,1,magic_number,0,5.000,2.000,79.742,4.755,0.500,2.377,2.000,0.000,0.000,6.472,43.527,56.814,68.421,,38.902,57.895,84.251,93.188,7.000,2.000,100.000,0.000,0.000,0.000,2.000,0.000,1.000,4.828,106
